ID,group,verify,service_type,disability,woman,indigenous,visible,revenue,ft,pt
758,control,3G7,both,no,no,no,no,76552.0748533565,9,5
760,control,1P7,takeout,no,no,no,no,72912.0319939798,8,4
772,control,N2G,takeout,no,no,no,no,69472.95409126335,8,4
773,control,0A2,takeout,no,no,no,no,51296.26726618052,6,3
777,control,N3A,both,no,no,no,no,77253.64242079703,9,5
783,control,1R4,both,no,no,no,no,82683.84636676393,10,5
786,control,3T6,both,no,no,no,no,62371.026284685955,7,4
788,control,3L5,takeout,no,no,no,no,156883.4031404824,18,10
789,control,3J7,takeout,no,no,no,no,48584.11409457783,6,3
793,control,4R7,takeout,no,no,no,no,46015.08897549503,5,3
794,control,4B1,both,no,no,no,no,47655.92995735159,6,3
800,control,2W1,both,no,no,no,no,85473.95033916121,10,5
804,control,1J0,both,no,no,no,no,26290.813399423834,3,2
805,control,1B8,both,no,no,no,no,78498.82084402064,9,5
806,control,6B3,both,no,no,no,no,90181.53435988935,10,6
809,control,2L3,dinein,no,no,no,no,51018.10121096949,6,3
814,control,4L5,dinein,no,no,no,no,36980.245408539384,4,2
815,control,2Z4,both,no,no,no,no,36541.758575027685,4,2
818,control,1Z7,both,no,no,no,no,34145.27604164932,4,2
836,control,1E6,both,no,no,no,no,132549.08221395474,15,8
837,control,1W3,both,no,no,no,no,66140.57029061308,8,4
838,control,7N7,both,no,no,no,no,41882.31200517951,5,3
841,control,0B2,both,no,no,no,no,71662.3307501653,8,4
842,control,6A1,takeout,no,yes,no,no,162820.07640653668,19,10
843,control,2V0,takeout,no,no,no,yes,63233.45561452553,7,4
844,control,3M4,both,no,yes,no,NA,35205.09770759521,4,2
845,control,1K0,both,no,no,no,no,31910.530432705193,4,2
847,control,3R3,both,no,no,no,no,39302.198362126444,5,2
848,control,5R2,takeout,no,yes,no,yes,51381.35826077734,6,3
849,control,3W6,both,no,yes,no,no,32220.527934992326,4,2
858,control,3H5,takeout,no,no,no,no,87072.97166322835,10,5
859,control,2J1,takeout,no,no,no,no,48563.80062014061,6,3
861,control,2R2,both,no,no,no,no,76448.19242603645,9,5
865,control,2A2,both,no,no,no,no,80766.65531021368,9,5
866,control,2B9,both,no,no,no,no,100220.98265351816,12,6
867,control,1J8,dinein,no,yes,no,no,71331.12627181601,8,4
869,control,3S3,dinein,no,no,no,no,112093.22182729002,13,7
874,control,2W8,both,no,no,no,no,28322.816486865177,3,2
875,control,0C5,both,no,no,no,no,52074.15393037615,6,3
876,control,2E9,both,no,no,no,no,30738.84924410104,4,2
877,control,2A0,both,no,no,no,no,84535.50739343354,10,5
879,control,1B8,takeout,no,no,no,yes,52186.10806427274,6,3
881,control,3R1,takeout,no,no,no,no,95819.66648190578,11,6
883,control,1A7,both,no,yes,no,no,68952.77053130754,8,4
884,control,0B9,both,no,no,no,no,62937.99217533578,7,4
886,control,4K6,both,no,no,no,no,69066.42976461803,8,4
888,control,1R2,both,no,no,no,no,125320.91897527203,14,8
889,control,3G1,both,no,no,no,no,77043.01865769633,9,5
890,control,1B7,both,no,no,no,no,50903.93011444908,6,3
892,control,1S3,both,no,yes,no,no,57910.040819054455,7,4
895,control,0A3,takeout,no,yes,NA,no,82649.23634799114,10,5
901,control,2N0,takeout,no,no,no,no,18625.8828344085,2,1
903,control,3M2,takeout,no,no,no,no,18698.403480724253,2,1
904,control,1J3,both,no,no,no,no,63409.95924582097,7,4
909,control,0C7,both,no,yes,no,no,46816.441866113775,5,3
914,control,1X9,takeout,no,no,no,no,26983.057160333163,3,2
916,control,5K8,both,no,no,no,no,60301.58450955827,7,4
921,control,6B3,takeout,no,no,no,yes,70534.82873655282,8,4
923,control,6V8,takeout,no,no,no,no,50309.950471281925,6,3
927,control,2K8,takeout,no,no,no,no,36273.80433646058,4,2
930,control,2K5,takeout,no,no,no,no,134464.6511429964,16,8
938,control,1L0,dinein,no,no,no,no,27579.060595300194,3,2
940,control,2P7,both,no,no,no,no,82298.86363417754,10,5
944,control,5A5,both,no,no,no,yes,55223.53743254697,6,3
945,control,1X0,both,no,no,no,no,89821.88051244247,10,6
947,control,1T0,both,no,no,no,no,48292.500658982965,6,3
950,control,3M1,takeout,no,no,no,no,79118.9025838035,9,5
956,control,4J8,both,no,no,no,no,44566.843883618516,5,3
965,control,2K5,takeout,no,no,no,no,73249.20466457678,8,5
972,control,ON,both,no,yes,no,no,81870.33980160634,9,5
974,control,4K8,both,no,no,no,no,32149.876809209734,4,2
981,control,2Y8,takeout,no,no,no,no,30158.232589517625,3,2
985,control,1P5,both,no,no,no,yes,45586.65437893014,5,3
989,control,2E3,both,no,no,no,no,40759.904384452326,5,3
991,control,1B6,both,no,yes,no,no,45252.63360854538,5,3
992,control,1B5,takeout,no,no,no,no,81519.64709483842,9,5
995,control,2N0,takeout,no,no,no,yes,51267.17441377216,6,3
997,control,1M1,both,no,no,no,no,85019.85908449543,10,5
1000,control,5J9,takeout,no,no,no,no,78625.6124030642,9,5
1004,control,1R0,both,no,no,no,no,75797.54492595402,9,5
1005,control,4G8,both,no,no,no,no,121929.88798454683,14,7
1006,control,7E3,both,no,no,no,no,49009.29530738317,6,3
1010,control,1B8,both,no,no,no,yes,57733.83601480303,7,4
1016,control,0G6,both,no,no,no,no,92442.8198815785,11,6
1024,control,4A9,both,no,no,no,no,106472.27657327706,12,7
1026,control,1K9,both,no,no,no,no,51963.37236859806,6,3
1043,control,2G4,both,no,no,no,no,87103.46045269596,10,5
1044,control,1P5,both,no,yes,no,no,31526.53793954751,4,2
1045,control,4Z1,both,no,yes,no,no,82195.8452104146,10,5
1047,control,ON,both,no,no,no,no,51743.08049606054,6,3
1051,control,4S2,both,no,no,no,no,58425.487495216745,7,4
1054,control,3T6,both,no,no,no,no,96121.24370641081,11,6
1055,control,1G2,takeout,no,no,no,no,38628.238190756485,4,2
1063,control,3N5,both,no,no,no,no,73740.30018906626,9,5
1064,control,2K8,both,no,no,no,no,86166.59215516274,10,5
1066,control,2H0,both,no,no,no,no,50911.293926534614,6,3
1072,control,1T8,both,no,yes,no,no,75474.93820895063,9,5
1076,control,2L3,both,no,no,no,no,33871.47013692472,4,2
1083,control,2P4,both,no,no,no,no,74775.57377272352,9,5
1084,control,ON,both,no,yes,no,yes,39207.87276640479,5,2
1087,control,1K0,takeout,no,no,no,no,220409.909914186,25,14
1088,control,3C5,both,no,no,no,no,54791.857036196074,6,3
1089,control,3G7,takeout,no,yes,no,no,47203.039733141704,5,3
1092,control,1H3,both,no,no,no,no,70666.3932211517,8,4
1103,control,2L3,takeout,no,no,no,yes,182606.26455404636,21,11
1109,control,4A9,takeout,no,no,no,no,60204.35398733809,7,4
1112,control,7K5,dinein,no,yes,no,no,133968.5065112682,15,8
1113,control,1M8,dinein,no,no,no,no,34065.681098912035,4,2
1120,control,1S9,takeout,no,no,no,no,106878.01771420917,12,7
1133,control,1A0,dinein,no,no,no,no,97320.17249643384,11,6
1137,control,2X8,both,no,no,no,yes,88747.72218718134,10,5
1140,control,3R2,both,no,no,no,no,66201.38320785938,8,4
1141,control,3H4,both,no,no,no,no,38722.12147665885,4,2
1145,control,1P0,both,no,no,no,no,76252.72562762289,9,5
1148,control,1H6,both,no,yes,no,no,52983.408676455045,6,3
1150,control,6J2,both,no,no,no,no,45780.35199821504,5,3
1151,control,2P0,both,no,yes,no,no,103550.66442537299,12,6
1153,control,1P3,both,no,no,no,no,38616.00714592635,4,2
1158,control,3C5,takeout,no,no,no,no,27334.542830044247,3,2
1162,control,8M4,both,nonanswer,nonanswer,no,no,54740.14954862855,6,3
1165,control,4G8,NA,no,no,no,no,81880.58094697267,9,5
1166,control,ON,takeout,nonanswer,yes,no,no,36573.03089984135,4,2
1167,control,7K4,both,no,yes,no,no,45181.922293575095,5,3
1179,control,1B8,both,no,no,no,no,57640.892341750194,7,4
1190,control,2Y7,takeout,no,no,no,no,63098.35431575278,7,4
1192,control,2L3,both,no,no,no,no,53396.78337637812,6,3
1197,control,0B1,takeout,NA,no,no,no,53054.18924533614,6,3
1206,control,2H6,both,no,no,no,no,81199.75748695454,9,5
1217,control,4S7,both,no,no,no,no,99332.11917978797,11,6
1219,control,1B6,both,no,no,no,no,50693.99786034155,6,3
1221,control,6B3,both,no,no,no,no,109744.38209239334,13,7
1222,control,9L2,takeout,no,yes,no,no,74289.8622928641,9,5
1225,control,6L3,takeout,no,no,no,no,78973.06087161119,9,5
1232,control,2N3,both,no,no,no,no,54770.88522131939,6,3
1235,control,4W3,both,no,no,no,no,92004.79941348986,11,6
1237,control,4J7,takeout,no,no,no,no,54206.3208957615,6,3
1244,control,1E7,both,no,no,no,yes,50096.190369489326,6,3
1247,control,3B5,both,no,no,no,no,61987.68435596198,7,4
1248,control,3A8,both,no,yes,no,no,50309.40796277172,6,3
1254,control,2N0,both,no,no,no,no,149121.6427683225,17,9
1257,control,1N6,both,no,no,no,no,43852.44700246519,5,3
1258,control,3K1,both,no,no,no,yes,66635.32786426504,8,4
1259,control,3A1,both,no,no,no,no,69117.83094642556,8,4
1260,control,2N3,both,no,no,no,no,89333.87966717783,10,5
1264,control,4S2,takeout,no,no,no,no,46163.40422635963,5,3
1271,control,1T0,both,no,no,no,no,65542.33062606868,8,4
1272,control,3V8,takeout,no,no,no,no,114234.0466821217,13,7
1277,control,2E5,both,no,no,no,no,67996.02614994321,8,4
1281,control,5M3,both,no,no,no,no,82575.29482660186,10,5
1290,control,8Y9,both,no,no,no,no,80756.70181694957,9,5
1293,control,3B7,both,no,no,no,no,83913.88947871243,10,5
1298,control,rio,both,no,no,no,no,53588.2470362942,6,3
1301,control,1E0,dinein,no,no,no,no,46357.00437357298,5,3
1303,control,3E4,takeout,no,yes,no,no,121110.40330729255,14,7
1304,control,3Z3,both,no,no,no,no,78960.59951459475,9,5
1306,control,2M2,takeout,no,no,no,no,70845.83430580953,8,4
1310,control,1P4,both,no,no,no,no,77950.3547492272,9,5
1311,control,4X4,both,no,no,no,no,87299.33044611305,10,5
1317,control,1J1,both,no,no,no,no,49844.086540085285,6,3
1318,control,2L6,both,nonanswer,nonanswer,no,no,182262.69885348226,21,11
1319,control,2A1,takeout,no,no,no,no,51831.33363656506,6,3
1320,control,4W4,both,no,no,no,no,83964.5256604404,10,5
1323,control,2N3,both,no,no,no,no,55205.74095815957,6,3
1324,control,2K8,both,no,no,no,nonanswer,68772.52888932324,8,4
1327,control,1G5,both,no,yes,no,no,47806.918235392666,6,3
1328,control,2Z7,both,no,no,no,no,37185.79051092277,4,2
1331,control,1A0,dinein,no,no,no,no,41683.67332004663,5,3
1334,control,1T6,both,no,no,no,no,57211.34357976468,7,4
1340,control,2M5,both,no,no,no,no,77462.39289734418,9,5
1351,control,7K7,takeout,no,no,no,no,58021.09142167044,7,4
1352,control,1Z2,both,no,yes,no,no,49452.00932298271,6,3
1359,control,6G5,both,no,no,no,yes,51219.520487477574,6,3
1360,control,2E1,both,no,no,no,no,98092.82688401279,11,6
1362,control,2Z6,both,no,yes,no,no,52234.94530591852,6,3
1363,control,1A2,takeout,no,no,no,no,130531.7185219298,15,8
1364,control,6K7,both,no,no,no,no,68262.90178117921,8,4
1368,control,2L0,takeout,no,no,no,no,145496.59133934908,17,9
1372,control,2T0,both,no,no,no,no,34630.931490192816,4,2
1377,control,1T1,takeout,no,no,no,no,46985.62060971105,5,3
1379,control,1S8,both,no,no,no,no,47864.686559972615,6,3
1387,control,4G3,both,no,no,no,no,51418.12243276597,6,3
1388,control,2M0,both,no,no,no,no,106922.5963754479,12,7
1389,control,2S8,both,no,no,no,yes,63195.65943968537,7,4
1391,control,1H0,both,no,no,no,no,23004.172254048815,3,1
1392,control,1E4,both,no,no,no,no,29619.02602916262,3,2
1393,control,5S2,both,no,no,no,no,51150.33503398084,6,3
1395,control,0R1,both,no,no,no,no,75663.68171901493,9,5
1398,control,4A9,both,no,no,no,no,120361.37505464429,14,7
1402,control,1X1,dinein,no,yes,no,no,68367.05781204507,8,4
1412,control,1X1,takeout,no,no,no,no,41240.22894166968,5,3
1415,control,3H8,both,no,no,no,no,27252.155887093126,3,2
1416,control,4B3,dinein,no,yes,no,no,80162.08977829064,9,5
1418,control,2X3,both,no,no,no,no,53936.587029275324,6,3
1419,control,1B5,both,no,no,no,no,32027.78740482948,4,2
1421,control,7C5,takeout,no,no,no,no,99189.18597718605,11,6
1428,control,ON,both,no,no,no,no,24860.440433248055,3,2
1434,control,4N5,takeout,no,no,no,no,58408.25196111962,7,4
1445,control,1A9,both,no,no,no,no,37866.04833621748,4,2
1451,control,1W3,both,no,no,no,no,151264.6534714174,17,9
1452,control,3L7,both,no,yes,no,no,173495.93209776666,20,11
1453,control,3T5,both,no,no,no,no,87119.21542037948,10,5
1456,control,2X8,takeout,no,no,no,no,78786.68596904496,9,5
1457,control,1G5,both,no,no,no,no,51174.576010301236,6,3
1458,control,1L9,dinein,no,no,no,no,44089.36637295049,5,3
1459,control,6B3,takeout,no,no,no,no,54447.49763784264,6,3
1463,control,3S7,both,no,no,no,yes,66747.03575120454,8,4
1468,control,8K5,both,no,no,no,no,117951.36627574015,14,7
1472,control,1H6,both,no,no,no,no,65015.03557177478,8,4
1476,control,6J2,both,no,no,no,no,37274.04472381077,4,2
1489,control,1N8,takeout,no,yes,no,yes,29123.45982025346,3,2
1492,control,5C9,both,no,no,no,no,123617.61872544825,14,8
1493,control,4H3,both,no,yes,no,no,135099.95934802425,16,8
1496,control,3C5,both,no,no,no,no,83256.85301885536,10,5
1497,control,1Y9,both,no,no,no,no,128862.68704859914,15,8
1498,control,2G7,both,no,no,no,yes,51603.384222863635,6,3
1501,control,5V3,takeout,no,no,no,no,102917.2663572236,12,6
1503,control,3W5,takeout,no,no,no,no,105072.9521804308,12,6
1508,control,3G1,both,no,no,no,no,45665.50846164104,5,3
1510,control,1L7,takeout,no,no,no,no,88235.28908151227,10,5
1512,control,3H5,takeout,no,no,no,no,44091.40371366945,5,3
1514,control,7J2,takeout,no,no,no,yes,58251.919079879044,7,4
1517,control,1X3,both,no,no,no,no,59175.851825254504,7,4
1518,control,2C1,takeout,no,no,no,no,73284.7101421742,8,5
1521,control,2T3,takeout,no,no,no,no,39295.69097833913,5,2
1523,control,1K2,both,no,no,no,no,65330.55052845061,8,4
1525,control,1Z7,both,no,no,no,no,40423.81616884362,5,2
1526,control,4J9,both,no,no,no,yes,75263.21036156139,9,5
1530,control,1L0,takeout,no,yes,no,no,100492.428972044,12,6
1532,control,4K4,both,no,no,no,no,50883.838366967284,6,3
1535,control,4A9,both,no,no,no,no,94028.74553013622,11,6
1539,control,4H3,both,no,no,no,yes,93088.0678040404,11,6
1542,control,2V4,takeout,no,no,no,no,53439.408846590384,6,3
1543,control,3E1,both,no,yes,no,no,39939.244237380495,5,2
1544,control,3S2,both,no,no,no,no,33024.24286031677,4,2
1549,control,1H2,takeout,no,no,no,no,62153.63054460305,7,4
1550,control,3R7,both,no,no,no,no,39660.960823727495,5,2
1551,control,9L2,both,no,no,no,no,59752.854698975105,7,4
1552,control,1K9,both,no,no,no,no,51299.86750830928,6,3
1554,control,2K5,both,no,no,no,no,44523.65438787882,5,3
1555,control,1T0,both,no,yes,no,no,30384.474591406833,4,2
1556,control,3H5,takeout,no,no,no,no,64135.89023687206,7,NA
1557,control,8A7,dinein,no,no,no,no,27498.219436531635,3,2
1562,control,2H2,both,no,no,no,no,99018.21781816264,11,6
1563,control,1C6,takeout,no,no,no,no,71621.68821930174,8,4
1567,control,8Z4,both,no,no,no,no,65236.81593337643,8,4
1569,control,2Z5,takeout,no,no,no,no,166991.0548569872,19,10
1570,control,2X8,both,no,no,no,no,92851.2874812158,11,6
1571,control,7J4,both,no,no,no,no,62139.36660379206,7,4
1573,control,2R5,both,no,no,no,no,65569.27536494058,8,4
1575,control,4K7,takeout,no,no,no,no,38327.8434639825,4,2
1578,control,4S7,takeout,no,yes,no,no,49321.20562633536,6,3
1579,control,7R4,takeout,no,no,no,no,59458.175845875,7,4
1584,control,4G8,both,no,no,no,no,67577.98684978072,8,4
1586,control,3W9,both,no,no,no,no,38848.10480845416,4,2
1587,control,3P7,both,no,no,no,no,54537.86807486609,6,3
1588,control,3W6,takeout,no,no,no,no,92913.15727723508,11,6
1589,control,6C2,takeout,no,no,no,no,42463.661581305234,5,3
1596,control,2Z5,both,no,no,no,no,113755.46572148963,13,7
1604,control,3T5,takeout,no,no,no,no,114502.33508393564,13,7
1605,control,1P2,both,no,no,no,no,27942.830364125584,3,2
1615,control,4X1,both,no,no,no,no,63209.670885904445,7,4
1617,control,4A9,takeout,no,no,no,yes,82310.97248770551,10,5
1620,control,1G4,takeout,no,no,no,no,47673.89028628382,6,3
1621,control,4C9,takeout,no,no,no,no,86891.43148311804,10,5
1623,control,2K4,both,no,no,no,no,64267.96868851197,7,4
1624,control,4R7,both,no,no,no,no,79920.67318590918,9,5
1627,control,2T2,takeout,no,no,no,no,79197.60994055629,9,5
1633,control,2G2,both,no,no,no,yes,69154.18451486542,8,4
1634,control,1T0,both,no,no,no,no,39295.69646942972,5,2
1635,control,3G7,both,no,yes,no,no,88536.83788802134,10,5
1637,control,6Y1,takeout,no,no,no,no,62860.90297486374,7,4
1643,control,2M0,both,no,no,no,yes,108346.25785161836,13,7
1644,control,1E0,takeout,no,no,no,no,79107.62589128481,9,5
1646,control,1M1,takeout,no,no,no,no,105310.52828864967,12,6
1649,control,1B8,both,no,no,no,no,58359.56299424876,7,4
1652,control,1C3,both,no,no,no,no,77708.65578540588,9,5
1658,control,2B4,both,no,no,no,no,70825.78998701692,8,4
1659,control,2C0,takeout,no,yes,no,no,67683.03054092295,8,4
1660,control,1E0,takeout,no,no,no,no,49240.13062921366,6,3
1662,control,0A2,both,no,no,no,no,102549.84616959457,12,6
1663,control,1K8,both,no,no,no,no,38927.26320019261,5,2
1665,control,5L8,both,no,no,no,no,37346.77784492401,4,2
1667,control,1C8,both,no,no,no,no,103858.96509061192,12,6
1668,control,2G5,takeout,no,no,no,no,42102.797017461344,5,3
1669,control,3Z4,both,no,no,no,no,28357.05006156683,3,2
1673,control,2Y4,both,no,no,no,no,27912.18597892105,3,2
1677,control,0K3,both,no,yes,no,no,116314.56586344153,13,7
1681,control,3A0,both,no,no,no,no,90897.52172819267,11,6
1682,control,5V4,both,no,no,no,no,34202.3644489443,4,2
1684,control,9Z3,takeout,no,no,no,no,97926.24389073679,11,6
1685,control,1K8,takeout,no,no,no,no,48128.152186966814,6,3
1686,control,3V4,takeout,no,no,no,no,46953.8991245727,5,3
1691,control,6G5,both,no,no,no,no,62646.966907081674,7,4
1692,control,2J7,both,no,yes,no,no,50516.152970692805,6,3
1695,control,0E4,takeout,no,no,no,no,63272.49015943729,7,4
1696,control,8P4,both,no,no,no,no,76203.3292843495,9,5
1702,control,1J4,both,no,no,no,no,138482.43010508455,16,9
1704,control,1C0,takeout,no,no,no,no,36630.07315671028,4,2
1710,control,1G4,both,no,no,no,no,237829.41064869895,27,15
1716,control,5E1,takeout,no,no,no,no,63178.402773222355,7,4
1717,control,1E4,both,no,no,no,no,37493.349016293476,4,2
1719,control,2L6,both,no,no,no,no,39645.354175585904,5,2
1723,control,2P0,both,no,no,no,no,51477.106509809826,6,3
1725,control,1A0,takeout,no,no,no,no,61159.59905063146,7,4
1731,control,1H8,both,no,no,no,yes,32703.91219250207,4,2
1733,control,0A2,both,no,no,no,no,64300.76062950438,7,4
1742,control,5S1,both,no,no,no,no,52972.13436567825,6,3
1747,control,1P5,both,no,no,no,yes,87874.37339170849,10,5
1749,control,3Y7,both,no,no,no,no,47190.23322282036,5,3
1751,control,8A8,dinein,no,no,no,yes,56499.698691154765,7,3
1754,control,1T0,both,no,no,no,no,89941.48233741788,10,6
1757,control,2Y8,takeout,no,no,no,yes,91340.89374578248,11,6
1758,control,4R7,dinein,no,no,no,no,87845.26010132271,10,5
1761,control,1C7,takeout,no,no,no,no,72670.26220431204,8,4
1764,control,4N6,both,no,no,no,no,89576.7506581129,10,6
1769,control,2L1,both,no,no,no,no,61664.32255389683,7,4
1781,control,1L0,takeout,no,no,no,no,59445.715342429285,7,4
1791,control,3H2,both,no,no,no,no,65212.55271673581,8,4
1794,control,7T1,both,no,no,no,no,41486.38118049648,5,3
1802,control,1B8,both,no,no,no,no,117054.94855213384,14,7
1811,control,2N2,takeout,no,no,no,no,84410.02403309799,10,5
1817,control,1J1,both,no,yes,no,no,45387.6344473452,5,3
1818,control,9A2,takeout,no,no,no,no,60011.730848769366,7,4
1819,control,0S1,takeout,no,no,no,no,35371.81392532375,4,2
1823,control,1J0,both,no,no,nonanswer,no,71494.7733359667,8,4
1826,control,3T6,both,no,no,no,no,37482.78099138287,4,2
1829,control,3X9,both,no,no,no,no,62471.96506926464,7,4
1834,control,4A9,dinein,no,no,no,no,62366.74030751599,7,4
1837,control,3Z7,takeout,no,no,no,no,41791.50415801781,5,3
1841,control,4X5,takeout,no,no,no,no,26931.649169338692,3,2
1842,control,1G3,both,no,yes,no,no,48045.93795597789,6,3
1844,control,6K5,dinein,no,no,no,no,73242.98009599537,8,5
1846,control,2H6,both,no,yes,no,yes,35793.09726854861,4,2
1847,control,0J9,both,no,no,no,no,125221.58963789542,14,8
1850,control,3T5,takeout,no,yes,no,no,87235.06176697907,10,5
1851,control,2L3,both,no,no,no,no,49332.1526400552,6,3
1857,control,ON,both,no,no,no,no,81390.3331749475,9,5
1858,control,2N0,takeout,no,no,no,no,101958.23332931516,12,6
1863,control,3A0,dinein,no,no,no,no,122004.58812595626,14,7
1867,control,1A0,takeout,no,yes,no,yes,136006.52793280449,16,8
1868,control,6N6,both,no,no,no,nonanswer,50430.94046618993,6,3
1870,control,1C0,both,no,no,no,no,23142.900391301497,3,1
1873,control,6A3,both,no,no,no,no,19486.64766172712,2,1
1884,control,1A2,both,no,no,no,no,72167.27466060266,8,4
1889,control,5C4,both,no,no,no,yes,93179.29376207467,11,6
1890,control,3G1,both,no,no,no,no,59292.471243744854,7,4
1891,control,2N0,takeout,no,no,no,yes,108165.34241946737,13,7
1894,control,1P2,dinein,no,no,no,no,49210.95529636189,6,3
1902,control,0E7,both,no,no,no,no,94067.7700094715,11,6
1906,control,4K6,both,no,yes,no,no,61370.21364441715,7,4
1914,control,3C8,both,yes,nonanswer,no,no,89297.7714427205,10,5
1925,control,2P0,both,no,no,no,no,102952.49312464375,12,6
1931,control,6J8,takeout,no,no,no,no,113261.0749565632,13,7
1934,control,5L8,both,no,no,no,no,62480.811692701514,7,4
1936,control,1Y5,both,no,no,no,no,74363.83553413302,9,5
1938,control,3K5,both,no,no,no,no,92082.06879080691,11,6
1941,control,6G4,both,no,no,no,no,24261.94604881583,3,1
1944,control,2K1,takeout,no,no,no,yes,14546.841563818341,2,1
1950,control,4A9,takeout,no,no,no,no,70855.63057589068,8,4
1951,control,3B2,both,no,no,no,no,87538.57710107054,10,5
1954,control,3G1,takeout,no,no,no,no,73297.96887410953,8,5
1955,control,7L8,both,no,no,no,no,110772.49612366,13,7
1957,control,2X8,both,no,no,no,no,48434.34201118391,6,3
1960,control,1J3,both,no,no,no,no,98979.43393271435,11,6
1966,control,5J3,takeout,no,no,no,no,46868.99079754858,5,3
1973,control,1H5,both,no,no,no,no,186459.5275886216,22,11
1974,control,1X1,both,no,no,no,no,199227.024988224,23,12
1975,control,1G3,both,no,no,no,no,65499.16040994083,8,4
1979,control,3C5,takeout,no,no,no,no,133404.68845511178,15,8
1981,control,1A2,both,no,yes,no,no,169118.67631736517,20,10
1983,control,4Y2,takeout,no,no,no,yes,100161.83942334386,12,6
1988,control,ON,both,no,no,no,no,36238.62349236673,4,2
1989,control,2P6,takeout,no,no,no,no,22007.79871455175,3,1
1991,control,0A6,takeout,no,no,no,no,31795.741044360308,4,2
1992,control,4A9,takeout,no,yes,no,no,61020.98111815574,7,4
1993,control,1M0,both,no,yes,no,no,94951.36150674259,11,6
1994,control,7T2,both,no,no,no,yes,68590.63064543474,8,4
2006,control,6J6,takeout,no,yes,no,no,95374.89789369133,11,6
116,treatment,1N4,both,no,no,yes,no,47635.34160474888,6,3
1019,treatment,1S4,takeout,no,no,yes,no,30363.678882397428,4,2
166,control,2G0,takeout,no,no,yes,no,74226.62911225649,9,5
402,control,1T6,both,no,no,yes,no,74276.76215650814,9,5
540,control,4R7,both,no,no,yes,no,57288.62327618631,7,4
563,control,0A6,both,no,no,yes,no,122026.56043771886,14,8
617,control,3Z6,takeout,no,no,yes,no,119574.78568630015,14,7
807,control,3N9,takeout,no,no,yes,no,92337.87856634174,11,6
1308,control,2R0,both,no,no,yes,no,62048.13010260263,7,4
1343,control,0K9,both,no,no,yes,no,46022.46225321462,5,3
1603,control,1E2,takeout,no,no,yes,no,47806.81968078946,6,3
1929,control,2L3,takeout,no,no,yes,no,95575.20971779978,11,6
