Facility Name,Site Address,Facility Type,Last Inspection Date,Inspection Result
Moxie's Classic Grill,B-2959 Argentia Rd Mississauga ON L5N 8G6,Restaurant,2019-11-12,
Moxie's Grill / Bar,2-730-100 City Centre Drive Mississauga ON L5B 1M7,Restaurant,2020-02-12,
Mr Big's Family Restaurant,6-3476 Glen Erin Dr Mississauga ON L5M 3R4,Restaurant,2019-09-25,
Mr Greek,P1-3021 Argentia Rd Mississauga ON L5N 8P7,Restaurant,2020-01-23,
Mr Greek,D2-5083 Dixie Rd Mississauga ON L4W 5K1,Restaurant,2020-02-19,
Mr Greek Express,2925 Queen St E Brampton ON L6T 5J1,Restaurant,2020-11-03,
Mr Greek Express,128-140 Great Lakes Dr Brampton ON L4R 2K7,Restaurant,2020-02-25,
Mr Stavros,1-6435 Dixie Rd Mississauga ON,Restaurant,2020-01-07,
Mr Sub,B2-9 BEAUMARIS DR BRAMPTON ON L6T 5J6,Restaurant,2020-11-17,
Mr Sub,40 Queen St N Caledon ON L7E 1B9,Restaurant,2020-09-08,
Mr Sub,A-16-10886 Hurontario St Brampton ON L7A 3R9,Restaurant,2020-01-16,
Mr Sub,408-6740 Meadowvale Town Centre Cir Mississauga ON L5N 4B7,Restaurant,2020-03-04,
Mr Sub,5-5977 Dixie Rd Mississauga ON L4W 1E8,Restaurant,2020-02-04,
Mr Sub,755 Dundas St W Mississauga ON L5C 3R6,Restaurant,2020-03-10,
Mr Sub,1726 Lakeshore Rd W Mississauga ON L5J 1J5,Restaurant,2020-02-13,
Mr Sub,2-3417 Derry Rd E Mississauga ON L4T 1A8,Restaurant,2019-09-16,
Mr Sub,11-10088 McLaughlin Rd Brampton ON L7A 2X6,Restaurant,2020-02-07,
Mr Sub,2933 Queen St E Brampton ON L6T 5J1,Restaurant,2020-11-04,
Mr Sub,9A-40 McEwan Dr E Caledon ON L7E 2Y3,Restaurant,2020-02-13,
Mr Sub,6-3015 Winston Churchill Blvd Mississauga ON L5L 2V8,Restaurant,2019-08-29,
Mr Sub,4-14 Lisa St Brampton ON L6T 4W2,Restaurant,2020-01-31,
Mr Sub,2-168 Kennedy Rd S Brampton ON L6W 3G8,Restaurant,2019-11-05,
Mr Sub,D2-6974 Financial Dr Mississauga ON L5N 8J4,Restaurant,2020-01-30,
Mr Sub,5-55 Mountainash Rd Brampton ON L6R 1W4,Restaurant,2019-10-04,
Mr Sub,Bldg B - U-1-29 Aventura Crt Mississauga ON L5T 3A1,Restaurant,2021-01-27,
Mr Submarine,1725 Dundas St E Mississauga ON L4X 1L5,Restaurant,2020-03-09,
Mr Zagros,4048 Confederation Pkwy Mississauga ON L5B 0G4,Restaurant,2020-07-10,
Mr Zagros,78-7070 Saint Barbara Blvd Mississauga ON L5W 0E6,Restaurant,2019-11-26,
Mr. Gao Restaurant,18 - 19-1170 Burnhamthorpe Rd W Mississauga ON L5C 4E6,Restaurant,2019-10-21,
Mr. Sub/Country Style Express,7965 Mississauga Rd Brampton ON L6Y 0B9,Restaurant,2019-09-23,
Mr. Veg Sweets & Restaurant,2980 Drew Rd Mississauga ON L4T 0A7,Restaurant,2020-01-29,
Mucho Burrito,104A-5170 Dixie Rd Mississauga ON L4W 1E3,Restaurant,2019-12-11,
Mucho Burrito,K7-80 Courtneypark Dr E Mississauga ON L5T 2Y3,Restaurant,2019-10-18,
Mucho Burrito,C3-2963 Argentia Rd Mississauga ON L5N 0A2,Restaurant,2019-08-06,
Mucho Burrito,1-50 Rivermont Road Brampton L6Y 6G7,Restaurant,2020-01-22,
Muddy Duck Restaurant,2200 Dundas St E Mississauga ON L4X 2V3,Restaurant,2020-02-28,
Mughal Mahal Restaurant,11-7071 Airport Rd Mississauga ON L4T 4J3,Restaurant,2020-02-20,
Mulligans Pub & Grill,17-2458 Dundas St W Mississauga ON L5K 1R8,Restaurant,2019-11-15,
Mumma's Burritos,64-7070 Saint Barbara Blvd Mississauga ON L5W 0E6,Restaurant,2020-03-09,
Mumma's Burritos,101-373 Steeles Ave W Brampton ON L6Y 0P8,Restaurant,2019-09-11,
Mumma's Burritos,3-2880 Queen St E Brampton ON L6S 6E8,Restaurant,2019-12-12,
Munshers,10-10 Flowertown Ave Brampton ON L6X 2J9,Restaurant,,
My Kolachi,3-4-5120 Dixie Rd Mississauga ON L4W 4J7,Restaurant,2019-09-23,
Mysore Darshini,14 & 15-4025 Brandon Gate Dr Mississauga ON L4T 3Z9,Restaurant,2020-02-12,
Myungdong Kalkuksu Shabu-Shabu,5-2560 Shepard Ave Mississauga ON L5A 4E1,Restaurant,2020-03-11,
Nafisa Damascene Sweet and Cuisine,5-6-117 Queen St S Mississauga ON L5M 6B5,Restaurant,2019-10-25,
Nahla's Cuisine,8-20 Dewside Dr Brampton ON L6R 3Y3,Restaurant,2020-02-12,
Naimat Kada,1-5955 Latimer Dr Mississauga ON L5B 0B7,Restaurant,2020-02-12,
Namaste Tandoori Restaurant and Fish & Chips,2-5425 Creditview Rd Mississauga ON L5V 2P3,Restaurant,2020-03-02,
Nana Sushi,4-670 Eglinton Ave W Mississauga ON L5R 3V2,Restaurant,2019-11-06,
Nancy's Trattoria Restaurant,1-2-2023 Williams Pky E Brampton ON L6S 5N1,Restaurant,2019-12-18,
Nando's,3-815 Britannia Rd W Mississauga ON L5V 2X8,Restaurant,2020-08-14,
Nando's,V4-90 Annagem Blvd Mississauga ON L5T 2Y3,Restaurant,2019-12-12,
Nando's Flame Grilled Chicken,A-5101 Dixie Rd Mississauga ON L4Z 2G3,Restaurant,2020-11-02,
Nando's Flame-Grilled Chicken,1-10015 Hurontario St Brampton ON L6Z 0E6,Restaurant,2020-02-05,
National Sweets & Restaurant,1-3-20 Dewside Dr Brampton ON L6R 3Y3,Restaurant,2020-11-20,
Nayaab Barbeque Delight,2-4-1510 Drew Rd Mississauga ON L5S 1W7,Restaurant,,
New China Garden Restaurant,8-9-200 County Court Blvd Brampton ON L6W 4K7,Restaurant,2019-11-06,
New Falafel Garden Restaurant,90 Kennedy Rd S Brampton ON L6W 3E7,Restaurant,2019-12-05,
New Halal Shamiana,101-816 Britannia Rd W Mississauga ON L5V 0A6,Restaurant,2019-09-05,
New India Sweets & Tandoori Restaurant,17-1201 Britannia Rd W Mississauga ON L5V 1N2,Restaurant,2020-02-24,
New Locomotion,2325 Matheson Blvd E Mississauga ON L4W 5G3,Restaurant,2019-11-08,
New Mama Rosa Restaurant,4-589 North Service Rd Mississauga ON L5A 1B2,Restaurant,2020-10-29,
New Tandoori Nites,1A-1B-7079 Torbram Rd Mississauga ON L4T 1G7,Restaurant,2019-11-12,
New York Fries,736-K-25 Peel Centre Dr Brampton ON L6T 3R5,Restaurant,2019-08-23,
Ngoc Yen Restaurant,1090 Kamato Rd Mississauga ON L4W 2P3,Restaurant,2019-12-19,
Nian She,B3-4040 Creditview Rd Mississauga ON L5C 3Y8,Restaurant,2019-11-06,
Nihari Inn by Toshka,E1-3900 Grand Park Dr Mississauga ON L5B 4M6,Restaurant,2019-11-05,
Nina's Bar & Grill,1-879 Westport Cres Mississauga ON L5T 1E7,Restaurant,2019-12-02,
Nirvana,5-35 Brunel Rd Mississauga ON L4Z 3E8,Restaurant,2020-11-16,
Nobel Burger Bar - Terminal 3,AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2020-02-25,
Nomads Restobar,100 Lakeshore Rd E Mississauga ON L5G 1E3,Restaurant,2020-02-20,
Noodle Fans,61-1177 Central Pky W Mississauga ON L5C 4P3,Restaurant,2019-12-06,
Noodle Me,2-720 Bristol Rd W Mississauga ON L5R 4A3,Restaurant,2019-09-19,
Noodle Wok,6-600 Burnhamthorpe Rd W Mississauga ON L5B 2C4,Restaurant,2019-11-06,
Northwestern Chinese Cuisine,3-723 Central Parkway W Mississauga ON L5B 4L1,Restaurant,2019-11-04,
Nourishmoi,229 Lakeshore Rd E Mississauga ON L5G 1G8,Restaurant,2019-11-12,
Nova Bakery,131 Main St N Brampton ON L6X 1M9,Restaurant,2020-02-11,
Ocean Palate,4-1151 Eglinton Ave Mississauga ON L4W 1K6,Restaurant,2020-09-04,
Old Town Bar & Grill,1-980 Southdown Rd Mississauga ON L5J 2Y4,Restaurant,2020-02-26,
Olive Tree Deli Cafe,1107 Derry Rd E Mississauga ON L5T 1P3,Restaurant,2020-01-28,
Oliver House - Food Service,18186 Heart Lake Rd Caledon ON L7K 1Z6,Restaurant,2019-09-18,
Oliver's Ale House,1-6155 Tomken Rd Mississauga ON L5T 1X3,Restaurant,2019-12-12,
Olympia Grill,1 Derry Rd E Mississauga ON L5T 2Z8,Restaurant,2019-12-12,
On The Bun Burgers,11-5030 Maingate Dr Mississauga ON L4W 1G5,Restaurant,2020-01-23,
Onnuri,15-1170 Burnhamthorpe Rd W Mississauga ON L5C 4E6,Restaurant,2019-10-17,
Ontario Racquet Club - Corcscrew Patio & Lounge,884 Southdown Rd Mississauga ON L5J 2Y4,Restaurant,2019-09-10,
Onyxx Sports Bar and Grill,79-70 Maritime Ontario Blvd Brampton ON L6S 0E7,Restaurant,2019-08-21,
On-Z-Rocks,180 Queen St S Mississauga ON L5M 1L3,Restaurant,2020-03-05,
"Open Cork & Eatery, The",2101 Dundas St E Mississauga ON L4X 1M3,Restaurant,2020-10-16,
Orange Fish Sushi House,15-1107 Lorne Park Rd Mississauga ON L5H 2Z9,Restaurant,2019-09-18,
Orangeville Golf Club,20485 Willoughby Rd Caledon ON L9W 2Z2,Restaurant,2019-10-03,
Orbit Restaurant,2025 Dundas St E Mississauga ON L4X 1M2,Restaurant,2020-03-09,
Orchard Family Restaurant,2550 Hurontario St Mississauga ON L5A 2G4,Restaurant,2019-10-11,
Original Shawarma,1-848 Burnhamthorpe Rd W Mississauga ON L5C 2S3,Restaurant,2021-01-16,
Oscar's Roadhouse,A & B-1785 Queen St E Brampton ON L6T 4S3,Restaurant,2020-07-31,
Osmow's,1 Kennedy Rd S Brampton ON L6W 3C9,Restaurant,2020-11-26,
Osmow's,448-25 Peel Centre Dr Brampton ON L6T 3R5,Restaurant,2020-01-21,
Osmow's,01-600 Lakeshore Rd E Mississauga ON L5G 1J4,Restaurant,2019-08-14,
Osmow's Authentic Mediterranean Restaurant,5-120 Clementine Dr Brampton ON L6Y 0L8,Restaurant,2020-01-21,
Osmow's Grill,J3-10635 Bramalea Rd Brampton ON L6R 3P4,Restaurant,2020-01-16,
Osmow's Grill,D1-5083 Dixie Rd Mississauga ON L4W 1C9,Restaurant,2020-09-15,
Osmow's Grill,1-251 Queen St S Mississauga ON L5M 1L7,Restaurant,2020-03-04,
Osmow's Grill,9-170 Sandalwood Pkwy E Brampton ON L6Z 1Y5,Restaurant,2020-01-28,
Osmow's Grill,C8-960 Southdown Rd Mississauga ON L5J 2Y4,Restaurant,2020-01-06,
Osmow's Grill,3-25 Brisdale Dr Brampton ON L7A 0S9,Restaurant,2020-03-02,
Osmow's Grill,K5-80 Courtneypark Dr E Mississauga ON L5T 2Y3,Restaurant,2019-12-23,
Osmows Modern Mediterreanean Cuisine,"1-8205 Financial Drive Brampton, L6Y-OC1 Ontario",Restaurant,2019-12-03,
Osmow's Plus,9-5955 Latimer Dr Mississauga ON L5V 0B7,Restaurant,2021-01-25,
Osprey Valley Golf Club,18821 Main St Caledon ON L7K 1R1,Restaurant,2019-05-23,
Our Lady Queen of Croatian Park Restaurant,4525 Mississauga Rd N Mississauga ON L5M 7C6,Restaurant,2019-09-04,
P & J Hamburgers,943 Lakeshore Rd E Mississauga ON L5E 1E3,Restaurant,2020-01-17,
P & P Catering,15-8 Strathearn Ave Brampton ON L6T 4L9,Restaurant,2020-02-20,
P.A.T. Oriental Food Market – Bukchon,315 Dundas St E Mississauga ON L5A 1X1,Restaurant,2020-02-06,
Pakhavelly Grill Restaurant and Banquet,3120 Dixie Road Mississauga Ontario L4Y 2A6,Restaurant,2020-01-09,
Palace of the Sultan,1971 Lakeshore Rd W Mississauga ON L5J 1J6,Restaurant,2020-01-06,
Palm Palace Family Restaurant and Bar,8-10-50 Kennedy Rd S Brampton ON L6W 3R7,Restaurant,2020-03-10,
Palma's Kitchen,3485 Semenyk Crt Mississauga ON L5C 4P9,Restaurant,2019-11-29,
Pamier Kabob,M1-3041 Argentia Rd Mississauga ON L5N 8P7,Restaurant,2020-11-05,
Pamier Kabob,C-200 County Court Blvd Brampton ON L6W 4K7,Restaurant,2019-11-06,
Panagio's,17-18-6085 Creditview Rd Mississauga ON,Restaurant,2019-09-13,
Panda Express,5-5985 Mavis Rd Mississauga ON L5R 3T7,Restaurant,2020-02-18,
Panda Garden,3A-301 Queen St S Bolton ON L7E 2B2,Restaurant,2020-01-21,
Pane E Vino Ristorante,14-15-151 Brunel Rd Mississauga ON L4Z 2H6,Restaurant,2019-12-19,
Panera Bread,2575 Eglinton Ave W Mississauga ON L5M 7E1,Restaurant,2019-10-30,
Panera Bread,2A-5935 Mavis Rd Mississauga ON L5R 3T8,Restaurant,2019-10-11,
Panera Bread,1-55 Square One Dr Mississauga ON L5B 0E2,Restaurant,2020-03-13,
Papa Giuseppe's,26 Lakeshore Rd E Mississauga ON L5G 1C8,Restaurant,2019-12-05,
Papa's Place,1A-6731 Columbus Rd Mississauga ON L5T 2M4,Restaurant,2019-11-05,
Pappa Roti,4028 Confederation Pkwy Mississauga ON L5B 0G4,Restaurant,2020-01-23,
Paradise Cafe,4 Robert Speck Pky Mississauga ON L4Z 1S1,Restaurant,2019-10-09,
Paradise Chicken,53 Kennedy Rd N Brampton ON L6V 1X6,Restaurant,2021-01-11,
Paramount,2635 Eglinton Ave W Mississauga ON L5M 7E1,Restaurant,2020-10-15,
Paramount - Terminal 3,AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2019-11-14,
Paramount Fine Foods,1290 Crestlawn Dr Mississauga ON L4W 1A6,Restaurant,2019-12-05,
Paramount Fine Foods,1-5700 Mavis Rd Mississauga ON L5V 2N6,Restaurant,2019-08-07,
Paranthe Wali Gali,2452 Queen St E Brampton ON L6S 5X9,Restaurant,2020-11-06,
Patiala House,305 Royal W Dr Brampton ON L6X 5K8,Restaurant,2019-11-08,
Patna Kabab House,1-755 Queensway E Mississauga ON L4Y 4C5,Restaurant,2020-11-05,
Patti's Good Food,1-2-2500 Meadowpine Blvd Mississauga ON L5N 6C4,Restaurant,2020-02-25,
Patty Genius Restaurant and Food Take-out,144 Kennedy Rd S Brampton ON L6W 1H8,Restaurant,2020-11-26,
Pavillion Kitchen-Caledon Equestrian Park,200 Pine Ave Caledon ON L7E 0M1,Restaurant,2019-08-07,
Pearson Pub,6355 Airport Rd Mississauga ON L4V 1E4,Restaurant,2019-11-04,
Peel Police Association- Barn Pub,10675 Mississauga Rd Brampton ON L7A 0B6,Restaurant,2020-07-07,
Peel Village Golf Club,29 Hartford Trail Brampton ON L6W 4K2,Restaurant,2019-07-29,
Peggy's,171 Advance Blvd Brampton ON L6T 4H9,Restaurant,2019-11-01,
Peter's on Eglinton Restaurant & Deli,1035 Eglinton Ave Mississauga ON L4W 1K4,Restaurant,2020-01-27,
Petra Restaurant,9-1100 Burnhamthorpe Rd W Mississauga ON L5C 4G4,Restaurant,2019-10-29,
Philthy Philly's,C12-960 Southdown Rd Mississauga ON L5J 2Y4,Restaurant,2019-10-24,
Pho 123,"39,40-60 Maritime Ontario Blvd Brampton ON L6S 0E7",Restaurant,2020-03-04,
PHO 99,B8-4557 Hurontario St Mississauga ON L4Z 3M2,Restaurant,2020-01-27,
Pho Ao Sen,22-3221 Derry Rd W Mississauga ON L5N 7L7,Restaurant,2020-02-25,
Pho Black Bull Vietnamese Restaurant,A2-888 Dundas St E Mississauga ON L4Y 4G6,Restaurant,2019-11-07,
Pho Bo Saigon,14-380 Bovaird Dr E Brampton ON L6Z 2S7,Restaurant,2020-01-09,
Pho Brothers,15-2555 Dixie Rd. Mississauga ON L4Y 4C4,Restaurant,2019-12-09,
Pho Captain,2-12599 Hwy 50 Caledon ON L7E 1M4,Restaurant,2020-03-05,
Pho Com 99,4-3100 Dixie Rd Mississauga ON L4Y 2A6,Restaurant,2019-09-11,
Pho Dau Bo,14-1525 Bristol Rd W Mississauga ON L5M 4Z1,Restaurant,2020-02-03,
Pho Dau Bo,610-20 Gillingham Dr Brampton ON L6X 4X7,Restaurant,2020-01-21,
Pho Dau Bo Restaurant,11-1125 Dundas St E Mississauga ON L4Y 2C4,Restaurant,2020-02-03,
Pho Do Thi,25 & 27-25 Dundas St E Mississauga ON L5A 1V9,Restaurant,2019-11-22,
Pho Ha Noi 54 Restaurant,2541 Hurontario St Mississauga ON L5A 2G4,Restaurant,2019-12-02,
Pho Hoa 89,14-660 Eglinton Ave W Mississauga ON L5R 3V2,Restaurant,2019-10-03,
Pho Hung Vietnamese Restaurant,1195 Dundas St E Mississauga ON L4Y 2C5,Restaurant,2019-09-30,
Pho Lam,5A-60 Dundas St E Mississauga ON,Restaurant,2020-03-09,
Pho Lang Viet Restaurant,59D-50 Kennedy Rd S Brampton ON L6W 3R7,Restaurant,2020-01-27,
Pho Mi 289,M6-6550 Meadowvale Town Centre Cir Mississauga ON L5N 2R5,Restaurant,2020-02-19,
Pho Mi 66,5-85 Resolution Dr. Brampton ON L6W 0A6,Restaurant,2019-12-04,
Pho Mi 99,D1-3920 Grand Park Dr Mississauga ON L5B 4M6,Restaurant,2019-10-07,
Pho Mi 99,20-7916 Hurontario St Brampton ON L6Y 0B6,Restaurant,2020-02-19,
Pho Mi 99 Vietnamese Restaurant,8-5955 Latimer Dr Mississauga ON L5V 0B7,Restaurant,2020-03-03,
Pho Mi Binh Minh,1&2-680 Silver Creek Blvd Mississauga ON L5A 3Z1,Restaurant,2020-02-21,
Pho Peter Restaurant,1-65 Kennedy Rd N Brampton ON L6V 1X6,Restaurant,2020-01-07,
Pho Pho Pho,1135 Derry Rd E Mississauga ON L5T 1P3,Restaurant,2020-01-28,
Pho Queen City Inc.,13-15-3085 Hurontario St Mississauga ON L5A 4E4,Restaurant,2020-02-05,
Pho Soho,C3-925 Rathburn Rd E Mississauga ON L4W 4C3,Restaurant,2020-03-13,
Pho Viet Nam,14 Main St S Brampton ON L6W 2C3,Restaurant,2020-02-25,
PHO XL,6990 Financial Dr Mississauga ON L5N 8J4,Restaurant,2019-10-11,
Phoenix Chinese Restaurant,6-7-4040 Creditview Rd Mississauga ON L5C 3Y8,Restaurant,2020-11-25,
Piatto Bistro,1646 Dundas St W Mississauga ON L5C 1E6,Restaurant,2019-10-28,
Pinch Of Spice,6-7-130 Father Tobin Rd Brampton ON,Restaurant,2019-10-29,
Pita & Grill,62B-1275 Eglinton Ave E Mississauga ON L4W 2Z2,Restaurant,2019-10-30,
Pita & Grill,12-3145 Dundas St W Mississauga ON L5L 5V8,Restaurant,2019-10-08,
Pita and Grill,3-29 Aventura Crt Mississauga ON L5T 3A1,Restaurant,2019-07-12,
Pita and Grill Family Restaurant,1-134 Dundas St W Mississauga ON L5B 1H9,Restaurant,2021-01-08,
Pita King,10-6435 Dixie Rd Mississauga ON L5T 1X4,Restaurant,2019-11-04,
Pita Land,12B-30 Eglinton Ave W Mississauga ON L5R 3E7,Restaurant,2019-10-16,
Pita Land,6-70 World Dr Mississauga ON L5T 2Z3,Restaurant,2019-11-04,
Pita Land,H1-A-2150 Burnhamthorpe Rd W Mississauga ON L5L 3A2,Restaurant,2020-01-24,
Pita Land,3-9980 Airport Rd Brampton ON L6S 0C5,Restaurant,2019-12-13,
Pita Lite,80 Resolution Dr Brampton ON,Restaurant,2020-12-03,
Pita Nutso,2-241 Queen St S Mississauga ON L5M 1L7,Restaurant,2019-10-17,
Pita Pit,A-16B-125 Lakeshore Rd E Mississauga ON L5G 1C9,Restaurant,2020-03-03,
"Pita Pit, The",8 Main st S Brampton ON L6W 3C2,Restaurant,2019-12-18,
Pizza Depot,1-65 Braydon Blvd Brampton ON L6P 2S4,Restaurant,2019-12-18,
Pizza Hut,848 Burnhamthorpe Rd W Mississauga ON L5C 2S3,Restaurant,2019-11-21,
Pizza Hut,295 Queen St E Brampton ON L6W 2C2,Restaurant,2020-11-09,
Pizza Hut,94 Sandalwood Pky E Brampton ON L6Z 4R5,Restaurant,2020-03-11,
Pizza Hut,2-334 Queen St S Bolton ON L7E 4Z8,Restaurant,2019-11-07,
Pizza Hut,1 Bartley Bull Pky Brampton ON L6W 2J3,Restaurant,2019-11-12,
Pizza Hut,A2-4559 Hurontario St Mississauga ON L4Z 3L9,Restaurant,2020-01-22,
Pizza King & Pasta,10-511 Ray Lawson Blvd Brampton ON L6Y 0N2,Restaurant,2019-12-04,
Pizza Nova,7-10 Earlsbridge Blvd Brampton ON L7A 3P1,Restaurant,2019-12-12,
Pizza Nova,A-1211 Hurontario St Mississauga ON L5G 3H2,Restaurant,2020-01-16,
Pizza Nova,4-14 Lisa St Brampton ON L6T 4W2,Restaurant,2020-03-02,
Pizza Nova,16-3975 Cottrelle Blvd Brampton ON L6P 2P9,Restaurant,2019-12-19,
Pizza Nova,1020 Canadian Pl Mississauga ON L4W 1J9,Restaurant,2019-10-30,
Pizza Nova,1744 Lakeshore Rd W Mississauga ON L5J 4N8,Restaurant,2020-02-12,
Pizza Nova,400 Steeles Ave Brampton ON L6W 3R2,Restaurant,2020-01-14,
Pizza Nova,A-14-10886 Hurontario St Brampton ON L7A 3R9,Restaurant,2020-01-22,
Pizza Nova # 52,1-3417 Derry Rd E Mississauga ON L4T 1A8,Restaurant,2020-02-11,
Pizza Pizza,15-55 Mountainash Rd Brampton ON L6R 1W4,Restaurant,2020-12-17,
Pizza Pizza,15 Montpelier St Brampton ON L6Y 0C3,Restaurant,2019-10-01,
Pizza Pizza,2-320 Main St N Brampton ON L6V 4A3,Restaurant,2019-11-18,
Pizza Pizza,2255 Erin Mills Pky Mississauga ON L5K 1T9,Restaurant,2019-09-27,
Pizza Pizza,9-10-3918 Cottrelle Blvd Brampton ON L6P 2R1,Restaurant,2020-02-07,
Pizza Pizza,10-980 Central Park Dr Brampton ON L6S 3L7,Restaurant,2019-10-18,
Pizza Pizza,267 Queen St E Brampton ON L6W 2C2,Restaurant,2019-09-16,
Pizza Pizza,10-6550 Meadowvale Town Centre Cir Mississauga ON L5N 2R5,Restaurant,2020-01-14,
Pizza Pizza,710 Burnhamthorpe Rd E Mississauga ON L4Y 2X3,Restaurant,2020-11-12,
Pizza Pizza,Bldg B7-7070 McLaughlin Rd Mississauga ON L5W 1W7,Restaurant,2019-11-29,
Pizza Pizza,A10-1250 Eglinton Ave W Mississauga ON L5V 1N3,Restaurant,2020-01-24,
Pizza Pizza,17-19-1375 Southdown Rd Mississauga ON L5J 2Z1,Restaurant,2020-02-28,
Pizza Pizza,2-74 Quarry Edge Dr Brampton ON L6V 4K2,Restaurant,2019-11-15,
Pizza Pizza,150 Great Lakes Dr Brampton ON L6R 2K7,Restaurant,2020-02-18,
Pizza Pizza,11005 Hurontario St Brampton ON L6T 4S1,Restaurant,2019-10-22,
Pizza Pizza,1585 Mississauga Valley Blvd Mississauga ON L5A 3W9,Restaurant,2020-10-19,
Pizza Pizza,1403 Dundas St E Mississauga ON L4X 1L3,Restaurant,2020-02-10,
Pizza Pizza,17 Worthington Ave Brampton ON L7A 2Y7,Restaurant,2020-02-25,
Pizza Pizza,100-101-6065 Creditview Rd Mississauga ON L5V 2A8,Restaurant,2020-02-12,
Pizza Pizza,194 Main St S Brampton ON L6W 1P1,Restaurant,2019-10-08,
Pizza Pizza,A007-2690 Erin Centre Blvd Mississauga ON L5M 5P5,Restaurant,2020-01-13,
Pizza Pizza,1093 Dundas St W Mississauga ON L5C 1C4,Restaurant,2021-01-04,
Pizza Pizza,4-6277 Mississauga Rd Mississauga ON L5N 1A5,Restaurant,2020-03-10,
Pizza Pizza # 92,101-7125 Goreway Dr Mississauga ON L4T 2T5,Restaurant,2020-02-18,
Pizza Pizza #267,114-5602 Tenth Line W Mississauga ON L5M 7L5,Restaurant,2020-02-21,
Pizza Point,9-380 Bovaird Dr E Brampton ON L6Z 2S7,Restaurant,2020-01-30,
Pizza Pop,28-3065 Ridgeway Dr Mississauga ON L5L 5M6,Restaurant,2019-10-17,
Pizza Pros Britannia,6-2275 Britannia Rd W Mississauga ON L5M 2G6,Restaurant,2019-11-05,
Pizza Way Restaurant,6355 Airport Rd Mississauga ON L4V 1E4,Restaurant,2019-10-16,
Pizzaiolo,4-5130 Dixie Rd Mississauga ON L4W 4K2,Restaurant,2020-03-10,
Pizzaiolo,B-56B Lakeshore Rd E Mississauga ON L5G 1E1,Restaurant,2020-03-04,
Pizzaland Halal,A4-5019 Spectrum Way Mississauga ON L4W 0E3,Restaurant,2020-06-16,
Pizzaville,180 Sandalwood Pky E Brampton ON L6Z 1Y4,Restaurant,2020-01-31,
Pizzaville,C10-960 Southdown Rd Mississauga ON L5J 2Y4,Restaurant,2020-02-26,
Pizzaville,310 Queen St S Caledon ON L7E 4Z9,Restaurant,2019-10-15,
Pizzaville Restaurant,4-5985 Mavis Rd Mississauga ON L5R 3T7,Restaurant,2020-02-05,
Pizzeria Dei Sassi,6-5200 Dixie Rd Mississauga ON L4W 1E3,Restaurant,2020-02-25,
Plaka,33-2601 Matheson Blvd E Mississauga ON L4W 5A8,Restaurant,2019-10-29,
Plancha,FM10B-11-100 City Centre Dr Mississauga ON L5B 2C9,Restaurant,2020-02-05,
Platinum Tap & Grill,14-158 Kennedy Rd S Brampton ON L6W 3G7,Restaurant,2019-12-13,
Playdium,99 Rathburn Rd W Mississauga ON L5B 4C1,Restaurant,2019-10-07,
Playdium Brampton Orion Gate,20 Biscayne Cres Brampton ON L6W 4S1,Restaurant,2019-09-18,
Plaza Premium Lounge - Domestic Terminal 1,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2019-10-02,
Plaza Premium Lounge - Domestic Terminal 3,AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2019-09-24,
Plaza Premium Lounge - International Terminal 1,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2019-12-03,
Plaza Premium Lounge - International Terminal 3,AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2019-09-18,
Plaza Premium Lounge - International Terminal 3 (2),AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2019-11-05,
Plaza Premium Lounge - Transborder US Terminal 1,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2020-01-20,
Plaza Premium Lounge - Transborder US Terminal 3,AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2019-09-24,
Plaza Premium Lounge B (Former British Airways Lounge) - Terminal 3,AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2019-06-07,
Polka Bistro Caffe,9-1100 Dundas St W Mississauga ON L5C 4E7,Restaurant,2020-02-25,
Pomodoro,200 County Court Blvd Brampton ON L6W 4K7,Restaurant,2020-01-02,
Pomodoro Italian Kitchen,3-49 Matheson Blvd E Mississauga ON L4Z 2Y5,Restaurant,2019-12-06,
Popeyes,1-8005 Financial Dr Brampton ON L6Y 6A1,Restaurant,2019-10-02,
Popeyes,H1-B-2150 Burnhamthorpe Rd W Mississauga ON L5L 3A2,Restaurant,2020-12-29,
Popeyes,6-1370 Dundas St E Mississauga ON L4Y 4G4,Restaurant,2020-11-25,
Popeyes,1 & 2-6750 Winston Churchill blvd Mississauga ON L5N 4C4,Restaurant,2020-12-30,
Popeye's,A3-180 Sandalwood Pky E Brampton ON L6Z 1Y4,Restaurant,2020-01-31,
Popeye's,2-3087 Winston Churchill Blvd Mississauga ON L5L 2V8,Restaurant,2020-09-22,
