name,address,city,postal_code,latitude,longitude,stars,is_open,RestaurantsPriceRange2,RestaurantsTakeOut,RestaurantsDelivery,OutdoorSeating,categories,business_id
Island Hot & Spicy,106 Queen Street E,Toronto,M5C 1S6,43.6537864,-79.3737592,2.5,0,2,True,False,False,"Restaurants, Caribbean",DbSDCwhWUy596veoxX4jmw
Rib Eye Jack's Ale House,6531 Mississauga Road,Mississauga,L5N 8C4,43.5983489052,-79.7372379899,3.5,0,2,True,False,True,"Steakhouses, Burgers, Breweries, Nightlife, Bars, Food, American (Traditional), Pubs, Restaurants",UJ3mHW1l6oLV-Ic2I7Vjrw
Hero Certified Burgers - Leslie & Elgin Mills,"10755 Leslie St., Unit 201A",Richmond Hill,L4S 0B2,43.8991989072,-79.3954575062,3,1,2,True,False,NA,"Burgers, Restaurants",oV9JaOeCOY7E3c3teOSHoQ
Fat Bastard Burrito,"6045 Mavis Road, Unit 10",Mississauga,L5R 4G6,43.6133975,-79.6952032,3.5,1,2,True,False,True,"Mexican, Restaurants",ThOuicVkWTeHEQcGtSQCBA
Nun Such Jerk,1180A Kennedy Road,Scarborough,M1P 2L1,43.7536661,-79.2765364,4.5,0,1,True,False,False,"Caribbean, Restaurants",SAkq5C7S0nCqhtcMa0KpxQ
Onnuri,3330 Pharmacy Avenue,Toronto,M1W 3V8,43.8042341,-79.331505,4,1,2,False,False,True,"Noodles, Restaurants, Korean",q-fT-ZSGCDhkv2TrKDbkWg
Tesla Cafe,690 Euclid Avenue,Toronto,M6G 2T9,43.6646869,-79.4151361,5,0,2,True,False,True,"Restaurants, Food, American (Traditional), Bars, Nightlife, Burgers, Beer, Wine & Spirits",ZDOsy_RDzSz_iEBMak1g8w
Highland Fish & Chips,3357 Ellesmere Road,Scarborough,M1C 1H1,43.7873071,-79.183715,4,1,2,True,False,False,"Fish & Chips, Restaurants, Seafood",fX3ukB5oZe5H_4LdM4zVRw
Bricco Wine Bar,3047 Dundas Street W,Toronto,M6P,43.6654047,-79.4710144,3.5,0,3,False,False,False,"Wine Bars, Nightlife, Bars, Restaurants, Italian",LOEZ8zDGly7s-laA1OBIEw
McDonald's,595 Bay St,Toronto,M5G 1M5,43.6562198,-79.3832909,2.5,1,1,True,False,False,"Burgers, Fast Food, Restaurants, Coffee & Tea, Food",KCIVWrtbeIlLpzRJWxJz4g
Kumo Japanese Restaurant,562 Kipling Avenue,Toronto,M8Z 5E7,43.6144731885,-79.5246311792,4,1,2,True,True,False,"Thai, Japanese, Sushi Bars, Restaurants",aQXzyObFK-Frx1fM_hLhew
Baba's Doner House,1120 Queen Street W,Toronto,M6J 1H9,43.643452,-79.4234321,4.5,0,1,True,True,True,"Middle Eastern, Food, Mediterranean, Restaurants, Donairs",tj9pFG_hvwP2MvjjT-hEDQ
Hakka No 1 Restaurant,"682 Kennedy Road, Unit 1",Scarborough,M1K 2B5,43.7271342,-79.2666087,3,1,1,True,True,False,"Indian, Chinese, Restaurants, Hakka, Thai",dNdKrKp7H1xtOxkONkXjkg
L. A. Boil Seafood,"888 Dundas Street E, Unit A1-1",Mississauga,L4Y 4G6,43.5980519,-79.5943505,3.5,1,2,True,False,False,"Seafood, Restaurants",EqIIXAk5Uo_11Fc9OPRNKA
Brown Donkatsu and Ramen,"3235 Highway 7 E, Unit 22",Markham,L3R 3P3,43.848686,-79.348003,3.5,1,2,True,False,False,"Restaurants, Japanese, Korean",d_ROFxj7n27aJb6CxJesAg
Buon Giorno Italian Bakery & Deli,"15 Westney Road N, Unit 3",Ajax,L1T 1P5,43.8593024328,-79.0400817916,3.5,1,1,True,False,False,"Restaurants, Food, Delis, Bakeries, Italian",R9-ZfAN3nPV-T9VG8v8Xwg
Bistro Manila,4455 Sheppard Avenue E,Toronto,M1S 3G9,43.7879019,-79.266405700000007,3.5,1,2,True,False,False,"Nightlife, Karaoke, Bars, Filipino, Restaurants",Meqw1PZdCjF6vZoDE_WGfA
Tim Sushi and Cafe,"3623 Highway 7 E, Suite 102",Markham,L3R 0G6,43.854806,-79.33701,3,1,2,True,True,False,"Restaurants, Cafes, Japanese, Sushi Bars, Ramen",CAhoEZPcAEvBSoCxn_fAjQ
The Empire,1018 Bloor St W,Toronto,M6H 1M2,43.661013,-79.4310677,4,1,1,True,False,False,"Restaurants, Middle Eastern",zKCXT_ipHEUMoeDNwF1RvA
J & J Bar-B-Que,"Kensington Market, 193 Baldwin Street",Toronto,M5T 1L8,43.6544824,-79.4014126,4,0,2,True,False,False,"Barbeque, Restaurants, Sandwiches",zpWUBRCgivf1hiR-M5ZePg
Billy's Souvlaki Place,748 Dovercourt Road,Toronto,M6H 1K5,43.6608544,-79.4293927,3,1,1,True,True,True,"Restaurants, Greek",TegwLvzoVGn-59-pGkxJGA
Ume Sushi,19B Finch Avenue W,Toronto,M2M 4G6,43.7791583097,-79.4171726704,3.5,0,2,True,False,True,"Japanese, Sushi Bars, Restaurants",JTgu-UYrJuYlwmwXUu4ADw
Swiss Chalet Rotisserie & Grill,1 Henderson Drive,Aurora,L4G 4J7,43.9825373,-79.4644997,2,1,2,True,True,False,"American (Traditional), Comfort Food, Restaurants",2SVC9SP6MDZXBJ3QjD5LiQ
Hero Certified Burgers - McCowan & Hwy 7,"5261 Highway 7 East., Unit  B103",Markham,L3P 1B8,43.8669062,-79.2837629,3.5,1,2,True,False,False,"Restaurants, Burgers",s4vsTPW-JfSuwGBL8VAzUw
Kazuki Sushi,9461 Jane Street,Vaughan,L6A 3X5,43.8376949,-79.5335118,2.5,0,2,True,NA,False,"Japanese, Restaurants",3qWkTz6L31O_H50kqOBoHg
Frano's,5812 Main Street,Stouffville,L4A 2S8,43.9684052,-79.2622264,3.5,0,NA,True,NA,NA,"Restaurants, Canadian (New)",2YuwHtBrpXTL0g2eD0wDJA
Churrasqueira Costa Verde,3737 Major Mackenzie Dr,Woodbridge,L4H 0A2,43.8449667146,-79.5573551185,3,1,2,True,False,False,"Restaurants, Portuguese",ivT4ohub6F2a0bqV9039pw
Hanna's Mediterranean,9301 Bathurst Street,Richmond Hill,L4C 9S2,43.848362,-79.458083,3,0,2,True,False,False,"Restaurants, Middle Eastern",ArVI5W62YpMxjTL0cyz6MQ
Relish Bar & Grill,511 Danforth Ave,Toronto,M4P 1K5,43.6781952914,-79.3485241939,3.5,1,2,True,True,False,"Tapas/Small Plates, Modern European, Gluten-Free, Restaurants",TWqDzegXkyYv7itPSNIhqg
Sugar Marmalade,"780 Burnhamthorpe Road W, Unit 2A",Mississauga,L5C 3X3,43.5772599054,-79.65325436,3,1,2,True,True,False,"Imported Food, Coffee & Tea, Specialty Food, Restaurants, Ethnic Food, Desserts, Chinese, Food, Taiwanese",NKHvmp19c6wrm0dZXcLtmQ
Banaboia Restaurant,501 Rogers Road,York,M6M 1B4,43.681761,-79.468142,3.5,1,2,True,False,False,"Restaurants, Portuguese",tuztir4bxbKdJQ69PEtCMw
Marcello's Market & Deli,105 Adelaide Street W,Toronto,M5H 1P9,43.6491542,-79.382896,4,1,1,True,False,False,"Delis, Restaurants, Caterers, Buffets, Event Planning & Services",17blokEfgkZCXa9tJ6XHuQ
Uncle Tetsu's Japanese Angel Cafe,191 Dundas Street W,Toronto,M5G 1C7,43.6549231,-79.3867949,3.5,1,2,True,False,False,"Patisserie/Cake Shop, Desserts, Japanese, Cafes, Food, Restaurants",6xowh_GdOsRrz9QWN6nMxA
Bubble Kitea,1960 Dundas Street W,Mississauga,L5K 2R9,43.5384018,-79.6634986,3.5,1,1,True,True,False,"Restaurants, Asian Fusion, Taiwanese, Chinese",fACUiSmM2sq1VTYVFUagRg
Li Cheng Restaurant,529 Marlee Avenue,North York,M6B 3J3,43.7086784807,-79.4433294503,3.5,0,1,True,True,True,"Restaurants, Chinese",I2ymNzdo4nZG30U1TAmSew
Bb33,33 Gerrard Street W,Toronto,M5G 1Z4,43.6587158,-79.383085500000007,3.5,0,2,True,False,NA,"American (New), Restaurants, Canadian (New)",wdg_f-tUszqz5gTRwnEd8Q
Bello Bio,511 Mount Pleasant,Toronto,M4S 2M4,43.7017624,-79.387492,4.5,0,2,True,False,False,"Restaurants, Italian, Specialty Food, Food, Do-It-Yourself Food",Avh4vPVXkYPcHEbRs1ZdBQ
Asahi Sushi,640 Church St,Toronto,M4W 3T5,43.6699469,-79.3829001,3.5,1,2,True,True,True,"Sushi Bars, Korean, Japanese, Restaurants",L4wjHHeoJ33KK59i3xpOqw
Papa Chang's Express,4300 Steeles Avenue E,Markham,L3R 0N8,43.8252272021,-79.304227531,3.5,1,1,True,False,False,"Japanese, Restaurants, Taiwanese",941AKOPQOAu3POXoDL7pSg
Subway,"20 Bathurst Street, Unit 13",Toronto,M5V 0C6,43.6372488245,-79.4002568701,3.5,1,1,True,False,False,"Restaurants, Sandwiches, Fast Food",A6aktZiodqq8b3Nl_ghZ1w
Golden Pineapple Viet Thai Cuisine,254 Spadina Avenue,Toronto,M5T,43.6517002,-79.3979873,3,0,1,True,NA,False,"Restaurants, Vietnamese, Thai",oKCzSZV0JkKsJenyaEfk4w
Ritz Bar,181 Wellington Street W,Toronto,M5V 3G7,43.6453554682,-79.3871778221,4,1,2,False,False,False,"Arts & Entertainment, Restaurants, Dinner Theater, Italian, Cocktail Bars, International, Breakfast & Brunch, Bars, Nightlife, Music Venues, Seafood",_fWZH1p8B_lwK4feQgtWkQ
Mang Jose  Filipino Cuisine,4130 Bathurst Street,Toronto,M3H 3P2,43.7468441649,-79.436657913,2,1,NA,NA,NA,NA,"Filipino, Food, Restaurants",0vxswQxz3OxufVev2S5oWA
Staij & Co Cafe & Pastry Boutique,552 Parliament street,Toronto,M4X 1P6,43.6668408,-79.3692641,4,1,1,True,False,True,"Food, Restaurants, Cafes, Bakeries, Coffee & Tea",oTqF5f40xFR30lgUXy489A
South St. Burger,269 Kingston Road E,Ajax,L1Z 0K5,43.8638667,-79.0125628,3,1,2,True,False,False,"Restaurants, Burgers",V95mwBKbH5AlVnhE-PXWfQ
Mother's Dumplings,421 Spadina Avenue,Toronto,M5T 2A8,43.6571184,-79.3993309,3,1,2,True,False,False,"Food, Restaurants, Chinese",BUcTdN-rNE8urCCQuxSOQA
Mario's BBQ,5425 Creditview Road,Mississauga,L5V 2P3,43.5871633,-79.6957058,4,1,2,True,False,False,"Barbeque, Chicken Shop, Restaurants, Portuguese",kKWSrSDS3buqvlm6_Quzpw
TGI Friday's,"Toronto Pearson International Airport, Terminal 3, Concourse A",Toronto,L5P 1B2,43.634486,-79.70339,2.5,1,NA,False,False,NA,"Bars, Restaurants, Nightlife, American (New)",w7SGswPn3aT9EjJ0duIkQQ
Smilez Jamaican Restaurant,"1065 Canadian Place, Unit 133",Mississauga,L4W 0B8,43.6277242,-79.6269386,4.5,0,NA,True,NA,NA,"Restaurants, Caribbean",irGLoauFcOhybI_pbhgIDQ
Iqbal Kebab,"105 Parkway Forest Drive, Unit 10",North York,M2J 1P5,43.773774,-79.340667,2.5,1,2,True,False,False,"Restaurants, Pakistani",ABgeUaVsMEqkcOI4bWsj2Q
Nordstrom Ebar Artisan Coffee,260 Yonge Street,Toronto,M5B 2L9,43.6549077,-79.3808739,3,1,2,True,NA,True,"Internet Cafes, Food, Coffee & Tea",LPfb8Cm6Ecjf_9jqA4uKnw
Market@416,2 Eireann Quay,Toronto,M5V 1A1,43.6318142,-79.3978481,1.5,1,NA,NA,NA,NA,"Restaurants, Cafes",CsAj3Rsw7HuExJl4OG-iZw
Texas Pit Restaurant & Bar,"5731 Highway 7, Unit 1",Woodbridge,L4L 4Y9,43.7742187,-79.6121669,3.5,1,1,True,False,False,"Nightlife, Breakfast & Brunch, Burgers, Bars, Steakhouses, Restaurants, Greek",Is_Zo6E-uHddHXt09DI7jQ
Focaccia Restaurant,17 Hayden Street,Toronto,M4Y 2P2,43.669422,-79.385753,3.5,1,2,True,True,False,"Italian, Restaurants",1kVicFRGjgUrB6IezlTTdw
Station Cafe & Kitchen,866 Bloor Street West,Toronto,M6G 1M5,43.6622914718,-79.4248295991,4,1,NA,NA,NA,True,"Breakfast & Brunch, Restaurants, Burgers, Salad",L3rRRtJ1TMScsb-Qqb0Onw
Hachitarou Japan Cuisine,"8515 McCowan Road, Suite 9",Markham,L3P 5E4,43.868554,-79.284064,2,0,2,True,False,False,"Restaurants, Japanese",uD5sNIRgl1MKUKtydL9kkA
Phoenix Chinese Restaurant,7-4040 Creditview Road,Mississauga,L5C 4E3,43.5681158329,-79.6655733883,3.5,1,1,True,True,False,"Restaurants, Chinese",AKMvsVr_9meoSmawkEBe4g
WingBurger,45 Four Winds,Toronto,M3J 1K7,43.7635251,-79.4993575,4,0,1,True,True,False,"Fast Food, Canadian (New), Burgers, Restaurants",dpcGWwukG1bW4lUhbxhviA
Grandeur Palace,"2301 Brimley Road, Unit 128",Toronto,M1S 5B8,43.7978022,-79.2708324,3,1,2,True,False,False,"Seafood, Chinese, Dim Sum, Restaurants",-M9S1wlZTvv6T9EOo5X2Yw
Tonino's Pizza And Panini,10088 McLaughlin Road,Brampton,L7A 2X6,43.6963155,-79.8007812,3.5,1,2,True,True,False,"Italian, Restaurants, Pizza",79Iqgm8T86lIYvGiNsWOCw
Milestones Grill + Bar,3760 Highway 7 E,Markham,L3R 0N2,43.8558814,-79.3336422,3,0,2,True,False,False,"Canadian (New), Food, Restaurants",ZlxJI_JSDJTUC-1atHRZWQ
Love Me Sweet Japanese Cheesecake,100 City Centre Drive,Mississauga,L5B 2C9,43.5938114845,-79.6438939898,4,1,2,True,NA,NA,"Patisserie/Cake Shop, Restaurants, Cafes, Desserts, Food",XY8gRuzjg2-A9evwilGZBw
Second grill,5980 Churchill meadows,Mississauga,L5M 7M5,43.5571526,-79.7563288,2.5,1,1,True,False,False,"Burgers, Pakistani, Restaurants",3Dr8WhMdmxYfGHmvCnXzmw
Burrito Boyz - Vaughan,4451 Highway 7,Vaughan,L4L 9N6,43.7838545454,-79.5711798217,3.5,1,1,True,True,False,"Mexican, Tex-Mex, Restaurants",4cSuwanJ-15JMFg_AhZ0_Q
McEwan,1 Bloor Street East,Toronto,M4W 1A9,43.6702,-79.3865,3,1,NA,NA,NA,NA,"Specialty Food, Food, Grocery, Restaurants, Cafes",yrfDrqPnbJMIzmpAavWm5A
Taste of Greek Cuisine,4410 Kingston Rd,Toronto,M1E 2N4,43.7684166,-79.1903065,2.5,0,2,True,False,True,"Greek, Restaurants",Kbm27HFhtj1Twkq01yOlmQ
Khao Hakka Refresh,251 King Street East,Toronto,M5A 1K2,43.6511783,-79.3679551,2.5,1,NA,NA,NA,NA,"Hakka, Chinese, Restaurants",PkAn8wR5ETI-WnjWx65D1g
Three Hands,1532 Dundas Street W,Toronto,M6K 1T5,43.6498281723,-79.4330010104,4.5,0,2,True,False,False,"Cocktail Bars, Soul Food, Restaurants, Comfort Food, Nightlife, Bars",ouK0VptyVbggm0Z7CbXjww
The Saucy Pierogi,1282 Dundas Street W,Toronto,M6J 1X7,43.64956,-79.425389,4,0,2,True,True,False,"Pop-up Shops, Caterers, Shopping, Event Planning & Services, Restaurants, Food, Street Vendors, Polish, Food Trucks, Farmers Market",bbzU5h4Fr9zDac1KrS-_2Q
Istanbul Cafe & Espresso Bar,174 Eglinton Avenue E,Toronto,M4P 1A6,43.7079436,-79.3930787,4,1,2,True,False,True,"Coffee & Tea, Nightlife, Restaurants, Internet Cafes, Turkish, Bars, Food",QNdNPr3f-WdESYo9WabWpw
Real Taste of India,1698 Queen Street E,Toronto,M4L 1G6,43.6673241,-79.3128881,3,0,2,True,True,False,"Middle Eastern, Pakistani, Indian, Restaurants",IxImEiJocfQHMl_xphWYag
Yuki Japanese & Korean Restaurant,3259 Dufferin St,North York,M6A 2T2,43.7206501,-79.455697,3.5,1,2,True,False,False,"Japanese, Restaurants, Korean",1UwaMUnVKeWcV14qvDmBRg
Scarborough Buffet,"1221 Markham Road, Unit 1A",Toronto,M1H 3E2,43.778619,-79.232085,2.5,1,2,True,False,False,"Buffets, Chinese, Restaurants",4VFSvjuAkcpa2IOPc92Ksg
Man Doo Hyang,6068 Yonge Street,North York,M2M 3W6,43.7904926,-79.4184408,3.5,0,1,True,NA,NA,"Restaurants, Korean",IcB2vuSgA6dilrcBk-G56w
Artisan Noodle,5421 Yonge Street,North York,M2N 5R6,43.7763317,-79.4144016,3.5,1,2,True,False,False,"Restaurants, Chinese",pIB-Js9drl27qrrSjKK_eA
Pizza Pizza,7600 Weston Road,Woodbridge,L4L 8B7,43.7884887204,-79.548258296,2.5,1,NA,True,NA,NA,"Restaurants, Chicken Wings, Italian, Pizza",sdcEIyn3yRYBToUu7ctY3g
Wonton Time,"4392 Steeles Ave E, Market Village",Markham,L3R 9V8,43.8271732,-79.3045545,4,0,1,True,False,False,"Restaurants, Chinese",6Bmq3b91hqTwMFn5cpPWzQ
Bonne Journee,1576 Queen Street E,Toronto,M4L 1G1,43.6660783,-79.318325,4.5,0,1,True,NA,True,"French, Bakeries, Food, Restaurants",k-kYbovXIa8CenGs0Tr3Rw
Pravda Vodka Bar,44 Wellington St E,Toronto,M5E 1C7,43.6486382,-79.3748062,3.5,1,2,NA,NA,False,"Lounges, Restaurants, Nightlife, Bars, Russian",xy1McNUocWlt-8DZ7Ifg9A
Mike's Fish & Chips,2162 Danforth Avenue,Toronto,M4C 1K3,43.6863262,-79.310629,3.5,1,1,True,False,False,"Fish & Chips, Restaurants, Seafood",GtC9soKnY-JhprZ4z6nUaQ
Pizza Hut,755 King St W,Toronto,M5V 1N4,43.6436725242,-79.4045886218,2,1,NA,True,True,False,"Restaurants, Pizza",ZBb76kHYv6b-Cn4CkiO2Zg
The Longest Yard Restaurant,535 Mt Pleasant Road,Toronto,M4S 2M5,43.7026552,-79.3877002,3,0,2,True,True,True,"Restaurants, Breakfast & Brunch, Sandwiches, Food, American (Traditional), Gastropubs, Nightlife, Bars, Pubs",ikQ7dbYDkTtg78Y5Y1DByA
El Takito,1742 Jane Street,Toronto,M9N 2S5,43.7044024518,-79.5043403816,4,1,1,True,False,False,"Restaurants, Mexican",dCFHF5C0Rv_28VY2NUutug
Southern China Restaurant,448 Kennedy Rd,Toronto,M1K 2A7,43.7152742,-79.26143,3.5,1,NA,NA,NA,NA,"Chinese, Restaurants",k8KJByG_bmtc85F0xXpzqA
Tim Hortons,481 University Avenue,Toronto,M5G 2E9,43.6552395,-79.3879075,3.5,1,1,True,False,False,"Food, Delis, Restaurants, Bakeries, Sandwiches, Coffee & Tea",Aj3WZ2Ueyqzq1dIKLxNMMQ
Banh Mi Ba Le,538 Dundas Street W,Toronto,M5T 1H3,43.6528034,-79.3991397,4,1,1,True,False,False,"Vietnamese, Restaurants, Sandwiches",BTxJv_Ad8bCxYfbC6w3ugA
Chitose Asian Cuisine,"17235 Leslie Street, Unit 6",Newmarket,L3Y 8E4,44.0594583648,-79.4297110452,4,0,2,True,True,False,"Chinese, Canadian (New), Restaurants, Japanese, Thai, Sushi Bars",TjuSHnbPtB83R-1FzdBBgA
Mr. Greek Mediterranean Grill,9218 Yonge Street,Richmond Hill,L4C 7A2,43.852438,-79.4331903,2.5,0,2,True,True,True,"Restaurants, Greek, Mediterranean",781gG_SYrls_VcmYDsjTEg
Chuck's Roadhouse Bar and Grill,1650 Victoria Street,Whitby,L1N 9L4,43.8675989404,-78.9000769705,3,1,2,True,False,True,"Steakhouses, Restaurants, Chicken Wings, Burgers",UHAmYeo4aPzlNHbf_fqdUA
Student Biryani,1010 Dreamcrest Road,Mississauga,L5V 3A4,43.5907646634,-79.6792731516,2.5,1,2,True,False,False,"Restaurants, Pakistani, Indian",uMVDGJn9jvLXSbqOJwvHHw
Rol Jui Seafood Restaurant,472 Dundas Street W,Toronto,M5T 1G9,43.6534452,-79.3968608,3.5,1,2,True,True,False,"Restaurants, Seafood",G6hnfEg4Iso1-ago1mkr6w
Balzac's Powerhouse,29 Powerhouse Street,Toronto,M6H 0C7,43.670364,-79.448855,4.5,1,2,True,False,True,"Coffee Roasteries, Food, Coffee & Tea Supplies, Venues & Event Spaces, Event Planning & Services, Coffee & Tea, Cafes, Restaurants",eAC2IhOVB42IZQZIG2McKg
Moondoo Chinese Garden,325 Weston Road,York,M6N 4Z9,43.6788971,-79.4736607,3.5,0,2,True,True,False,"Food, Ethnic Food, Specialty Food, Chinese, Restaurants",d1uVP41UPeLP_l_5NLjbaw
Pho Con Bo,1625 Wilson Avenue,North York,M3L 1A5,43.7197925,-79.5121639,4,1,1,True,False,False,"Chinese, Vietnamese, Restaurants",rsQAS-k7GldsJm7UAtVyYA
Ali Baba's Middle Eastern Cuisine,3300 Bloor Street W,Toronto,M8X 2X4,43.6451535,-79.5223102,3,1,NA,NA,NA,NA,"Restaurants, Middle Eastern",AOnyGAR8e1isiIcDJvdpTg
Pita Lite,"80 Resolution Drive, Unit 101",Brampton,L6W 0A7,43.681621,-79.720465,3.5,1,1,True,False,False,"Mediterranean, Restaurants",eblmSc1w_TuGxvxkpTSNsA
The Boil Bar,664 Yonge Street,Toronto,M4Y 2A6,43.66712,-79.3857331,3.5,1,2,True,False,True,"Restaurants, Cajun/Creole, Seafood",KIs5vcQLVExjxtEOBNkXdA
Sushi Queen,204 W Queen Street,Toronto,M5V 1Z2,43.650446,-79.3889824,2.5,0,2,True,True,False,"Restaurants, Japanese, Sushi Bars",RCl46SzAqgAQrXvfHJBDGg
Duke Of Cornwall,400 University Avenue,Toronto,M5G 1S5,43.6534792,-79.3883062,3,1,2,True,True,True,"Nightlife, Restaurants, Pubs, Gastropubs, Bars",_a1ywocs7KuGGfpY5DUlXA
Black Angus Steak House,3277 Bloor Street W,Etobicoke,M8X 2X4,43.6448543602,-79.5230379923,4,0,4,True,False,False,"Restaurants, Steakhouses, Nightlife",fdyRimlMHZArCtaUDlYcNA
Congee Phoenix Cuisine,2111 Sheppard Avenue E,Toronto,M2J 1W6,43.7752481227,-79.3340937818,3,0,2,True,True,False,"Chinese, Restaurants",47WDyaBzlYK24wY1m_XnsA
Queen Mother Cafe,208 Queen Street W,Toronto,M5V 1Z2,43.6503804,-79.3891296,3.5,1,2,True,False,True,"Thai, Asian Fusion, Restaurants, Pakistani",XOkqRJBS6HwTVlrCACAZFw
Nao,90 Avenue Road,Toronto,M5R 2H2,43.6722452402,-79.3958546904,4,0,4,False,False,True,"Steakhouses, Restaurants, Asian Fusion, Japanese",1pttL4MkpxOL6Mj2azOjVQ
Room Service Toronto,1006 St Clair Avenue W,Toronto,M6E 3A4,43.6793591,-79.4374897,3.5,0,2,True,False,False,"Restaurants, Caribbean",SnOVk0WN4BpW9NonUjcuew
Royal Chinese Seafood Restaurant,735 Middlefield Road,Scarborough,M1V 5H5,43.8197999,-79.2615326,4,1,2,True,False,False,"Hakka, Chinese, Seafood, Restaurants",B_v7rpwUV1mZf0VSCm1IQg
Marco Polo Restobar,1971 Lakeshore Road W,Mississauga,L5J 1J6,43.5128874,-79.628468,4,0,2,True,False,True,"Gastropubs, Mediterranean, Restaurants",c0QRQGynmV5Dl4u4a9-gKA
Burger Factory,6001 14th Ave,Markham,L3S,43.8551142756,-79.2569149961,2.5,1,NA,NA,NA,NA,"Restaurants, Food, Desserts, Burgers",v_PZimPL_NSeO3Wcl3MtGA
Politica Resto Bar,127 Strachan Avenue,Toronto,M6J 2S7,43.6433151,-79.4120547,4,0,3,False,False,True,"Italian, Restaurants, American (New), Canadian (New)",YKbJP76PSTRXqTU_GNKoeQ
Arigato Fried Chicken,5321 Yonge Street,Toronto,M2N 5R3,43.7736511,-79.4139139,3.5,0,2,True,False,True,"Restaurants, Korean",QfPspHUnywGU-6PImG_y1Q
Tao Tea Leaf Mississauga,100 City Centre Dr,Mississauga,L5B 2C9,43.5930788521,-79.6424909681,3.5,1,NA,NA,NA,NA,"Food, Coffee & Tea, Asian Fusion, Restaurants, Tea Rooms",UI65FMzIiST8qJqVOn1pyw
The Beech Tree,924 Kingston Road,Toronto,M4E 1S5,43.6803871,-79.2888628,4,1,2,False,False,False,"Restaurants, Wine Bars, British, Nightlife, Bars",t_XpjR3_Cf7r9tj3w3vAbw
Montchant,3467 Yonge street,Toronto,M4N 2N3,43.7341896,-79.4042932,3.5,1,NA,True,False,False,"Restaurants, Cafes, Coffee & Tea, Bakeries, Food, Patisserie/Cake Shop",83mWL4pBlko4x3dWA9V48Q
Posto Panino,1700 King Road,King City,L7B 0L1,43.9343602,-79.5076532,2.5,0,2,True,NA,False,"Pizza, Restaurants, Italian, Sandwiches",ypkahHKiFXaZhrEzNZRvLA
The Witches Brew,8-160 Baldwin Street,Toronto,M5T 3K7,43.6552093,-79.3998674,4.5,0,1,True,False,True,"Juice Bars & Smoothies, Food, Coffee & Tea, Kombucha, Live/Raw Food, Restaurants, Tea Rooms",9bdVAp-1LlkEKn2eegvCzw
Tutto Bene,8133 Yonge St,Thornhill,L3T 2C6,43.8261441,-79.4261185,3.5,1,3,True,False,True,"Italian, Restaurants",PhIkXAFZ8UMvrt_bPwjzIw
Royal India Sweets & Restaurant,116 Kennedy Road S,Brampton,L6W 3E7,43.6868446,-79.7364299,3,1,2,True,True,False,"Indian, Pakistani, Restaurants, Middle Eastern",4jMMO9J9SEtfL_yZPqxojw
Origination Noodle,"633 Silver Star Boulevard, Unit 119",Toronto,M1V 5N1,43.8219517,-79.2984027,3.5,0,2,True,False,False,"Soup, Noodles, Restaurants, Chinese",P3wlOGHlptCaTeuCxDK8vQ
Tarboosh Restaurant,3050 Confederation Parkway,Mississauga,L5B 3Z6,43.5779732,-79.6214787,4,1,2,True,True,False,"Halal, Lebanese, Restaurants, Falafel, Mediterranean, Middle Eastern",FFM_S2cAA20-cxxVJ55iRA
Cutlet House,623 Bloor St W,Toronto,M6G 1K8,43.6643894,-79.4141941,3,1,2,True,True,False,"Korean, Restaurants",eXuwlFQ8YOXDzFWvaXIsAw
Kalok Express,"First Markham Place, 3255 Highway 7 E, Unit 256",Markham,L3R 3P9,43.849850000000004,-79.3476695,3.5,1,1,True,True,False,"Street Vendors, Soup, Chinese, Food, Restaurants",UDZMTxC_5wa_kdh0gbG-cQ
BBQ Express,1240 Bay Street,Toronto,M5R 3A7,43.6703239574,-79.3906814978,4.5,1,NA,True,NA,NA,"Barbeque, Restaurants, Fast Food",-4uT6QFVaRtc2Zmxvtd9Vg
Pho Hung Restaurant,200 Bloor Street West,Toronto,M5S 1T8,43.6685679,-79.395401,3,0,1,True,False,False,"Vietnamese, Restaurants",Wd3xGiBYqX_N6wqOAoHsQw
Coppaccino Cafe,1 York Street,Toronto,M5J 2L9,43.6412676825,-79.3804803863,4,1,NA,NA,NA,NA,"Food, Cafes, Coffee & Tea, Restaurants",vf7-DE-Fgjy--zznJ0XzEA
Caribbean Wave,"875 Milner Avenue, Suite 106",Toronto,M1B 5N6,43.799614047,-79.1947895514,3.5,1,1,True,False,False,"Restaurants, Caribbean",av8IudUXe91QRrUQvIXhDA
Tom's House,"8362 Kennedy Road, Suite A3",Markham,L3R 9W5,43.860397,-79.303184,3,0,NA,True,NA,NA,"Restaurants, Chinese",2affqR8mmNPuW1HdnFUAng
Gujran Wala Tikka House,1455 Gerrard Street E,Toronto,M4L 1Z8,43.6722484,-79.3212267,4.5,0,2,True,True,False,"Halal, Indian, Restaurants, Pakistani",cQ5flA0MB40EKI78rtrNlg
Juzz Sushi,912 Queen Street  E,Toronto,M6J 1G6,43.660829,-79.342319,4,1,NA,True,True,False,"Sushi Bars, Restaurants",YdDjUNcWds_yxwHAHqct9w
Queen of Persia,672A St Clair Avenue W,Toronto,M6C 1B1,43.6819924,-79.4254216,4.5,1,3,True,True,False,"Persian/Iranian, Restaurants",1N5cHdQi_DdK0XpvfpSyRw
